Accession1,Accession2,Similarity_Score
Q99705,P49019,0.1
Q99705,P30968,0.06
Q99705,P61168,0.07
Q99705,P30543,0.08
Q99705,P49682,0.08
Q99705,P34968,0.08
Q99705,P48748,0.11
Q99705,P19328,0.07
Q99705,Q924U1,0.12
Q99705,Q9Y5N1,0.05
Q99705,P35344,0.1
Q99705,Q99527,0.11
Q99705,P30555,0.14
Q99705,O43614,0.08
Q99705,P30966,0.08
Q99705,O55193,0.12
Q99705,P08172,0.06
Q99705,Q92847,0.08
Q99705,O43613,0.06
Q99705,Q9GJU1,0.07
Q99705,P31390,0.08
Q99705,Q9BXA5,0.09
Q99705,P18090,0.08
Q99705,P41595,0.07
Q99705,Q6XKD3,0.12
Q99705,P48145,0.17
Q99705,Q920H4,0.07
Q99705,P51050,0.08
Q99705,P51683,0.12
Q99705,Q96G91,0.06
Q99705,P10980,0.06
Q99705,P08908,0.09
Q99705,Q75Z89,0.08
Q99705,P58406,0.05
Q99705,P56481,0.07
Q99705,P55085,0.1
Q99705,O77700,0.07
Q99705,P16177,0.09
Q99705,P97266,0.08
Q99705,Q9BDQ5,0.12
Q99705,P32246,0.12
Q99705,P51679,0.1
Q99705,P79291,0.11
Q99705,P28336,0.1
Q99705,P25100,0.1
Q99705,P30874,0.22
Q99705,P29275,0.06
Q99705,P48039,0.1
Q99705,P33534,0.17
Q99705,P04274,0.08
Q99705,P51677,0.1
Q99705,P08588,0.07
Q99705,P30994,0.07
Q99705,Q8TDS5,0.09
Q99705,P30728,0.08
Q99705,P70536,0.08
Q99705,P34969,0.08
Q99705,P19327,0.09
Q99705,P31388,0.06
Q99705,P28566,0.06
Q99705,Q28838,0.07
Q99705,P30560,0.08
Q99705,Q969F8,0.11
Q99705,Q9ERZ4,0.06
Q99705,Q95136,0.09
Q99705,Q28044,0.08
Q99705,P30872,0.21
Q99705,P30556,0.14
Q99705,Q96P68,0.12
Q99705,O70526,0.11
Q99705,Q96LB2,0.06
Q99705,P35462,0.08
Q99705,P51681,0.12
Q99705,P49288,0.1
Q99705,P22086,0.07
Q99705,Q02152,0.07
Q99705,P16610,0.11
Q99705,P34981,0.08
Q99705,P97583,0.1
Q99705,Q61224,0.07
Q99705,Q9NPC1,0.06
Q99705,P35363,0.08
Q99705,Q9EPX4,0.1
Q99705,P25025,0.07
Q99705,P28564,0.08
Q99705,P32238,0.11
Q99705,Q9Y271,0.08
Q99705,P35351,0.1
Q99705,P08173,0.07
Q99705,Q8K418,0.1
Q99705,P21730,0.12
Q99705,P79400,0.06
Q99705,Q64264,0.09
Q99705,P30935,0.15
Q99705,P32745,0.16
Q99705,Q9HC97,0.1
Q99705,P08482,0.07
Q99705,P46616,0.07
Q99705,P12657,0.07
Q99705,P35367,0.08
Q99705,P51678,0.13
Q99705,Q9JII9,0.08
Q99705,Q8MJ89,0.9
Q99705,Q9WV26,0.14
Q99705,Q99P50,0.08
Q99705,Q3BCU0,0.12
Q99705,Q62758,0.1
Q99705,P32239,0.08
Q99705,P47747,0.08
Q99705,P35370,0.16
Q99705,P21451,0.11
Q99705,Q15761,0.07
Q99705,Q64077,0.1
Q99705,P08913,0.07
Q99705,Q8VIH9,0.08
Q99705,Q5DUB1,0.07
Q99705,P23944,0.08
Q99705,P32211,0.07
Q99705,P33766,0.12
Q99705,P30553,0.08
Q99705,P21729,0.1
Q99705,P29274,0.09
Q99705,P32304,0.09
Q99705,Q01337,0.07
Q99705,P30548,0.07
Q99705,P25106,0.09
Q99705,P46002,0.07
Q99705,Q969V1,0.24
Q99705,Q9ESG6,0.08
Q99705,P21728,0.09
Q99705,O43603,0.14
Q99705,P79350,0.17
Q99705,P49285,0.1
Q99705,P41597,0.12
Q99705,P14842,0.08
Q99705,Q6IYF9,0.09
Q99705,O88319,0.07
Q99705,P47898,0.09
Q99705,P50130,0.09
Q99705,Q9UKP6,0.09
Q99705,P35463,0.1
Q99705,P46626,0.08
Q99705,P61169,0.07
Q99705,P20288,0.07
Q99705,P21556,0.07
Q99705,P30559,0.07
Q99705,P29089,0.14
Q99705,P35365,0.06
Q99705,Q13304,0.12
Q99705,Q15722,0.11
Q99705,P41143,0.18
Q99705,P52702,0.07
Q99705,P33533,0.17
Q99705,Q96P65,0.09
Q99705,P07550,0.08
Q99705,P25102,0.09
Q99705,P30969,0.07
Q99705,P30411,0.12
Q99705,O15552,0.07
Q99705,P35372,0.17
Q99705,P30729,0.05
Q99705,P50052,0.1
Q99705,P30875,0.22
Q99705,O08786,0.09
Q99705,P31391,0.2
Q99705,P31389,0.08
Q99705,P32302,0.11
Q99705,P25116,0.11
Q99705,Q2NNR5,0.1
Q99705,Q63931,0.1
Q99705,P25105,0.07
Q99705,Q80Z39,0.09
Q99705,P13945,0.07
Q99705,Q923Y8,0.07
Q99705,P97639,0.81
Q99705,Q5KSK8,0.07
Q99705,Q8TDS4,0.1
Q99705,O70528,0.1
Q99705,Q60484,0.08
Q99705,Q3U6B2,0.1
Q99705,P49660,0.2
Q99705,Q9UBY5,0.05
Q99705,P30547,0.08
Q99705,P49146,0.11
Q99705,O54798,0.09
Q99705,P28222,0.08
Q99705,P30545,0.07
Q99705,P43140,0.09
Q99705,P54833,0.08
Q99705,P35383,0.08
Q99705,P28223,0.08
Q99705,Q60614,0.06
Q99705,Q15077,0.08
Q99705,P25929,0.09
Q99705,O88410,0.08
Q99705,P20789,0.07
Q99705,Q95254,0.08
Q99705,O14842,0.06
Q99705,Q9BDS8,0.09
Q99705,Q9Y5Y4,0.12
Q99705,P49681,0.18
Q99705,P30098,0.09
Q99705,Q9Y2T6,0.06
Q99705,P26684,0.09
Q99705,Q8TCW9,0.1
Q99705,P30552,0.08
Q99705,Q14330,0.06
Q99705,P25104,0.14
Q99705,P30680,0.22
Q99705,Q7TQP3,0.06
Q99705,Q9EP66,0.1
Q99705,P18871,0.08
Q99705,P30940,0.07
Q99705,P11229,0.07
Q99705,P21452,0.1
Q99705,P42866,0.17
Q99705,Q1ZY22,0.1
Q99705,P61073,0.13
Q99705,P35377,0.16
Q99705,Q9Z2J6,0.13
Q99705,P35348,0.1
Q99705,P32247,0.1
Q99705,Q29010,0.09
Q99705,O08725,0.08
Q99705,P08100,0.08
Q99705,Q8TDV5,0.05
Q99705,Q01717,0.08
Q99705,P32300,0.17
Q99705,P50129,0.07
Q99705,O08565,0.13
Q99705,P69332,0.1
Q99705,P51684,0.1
Q99705,P48302,0.11
Q99705,Q96RJ0,0.08
Q99705,P25103,0.07
Q99705,P30550,0.08
Q99705,P26255,0.07
Q99705,P47901,0.09
Q99705,P30518,0.07
Q99705,P28565,0.07
Q99705,Q8K4Z4,0.09
Q99705,P25115,0.08
Q99705,P34976,0.13
Q99705,P34975,0.17
Q99705,P61814,0.12
Q99705,P97520,0.12
Q99705,O43193,0.09
Q99705,P25101,0.09
Q99705,P18901,0.07
Q99705,O08858,0.16
Q99705,P41145,0.17
Q99705,P35414,0.12
Q99705,P51675,0.1
Q99705,P14600,0.07
Q99705,P30989,0.07
Q99705,Q13639,0.1
Q99705,P33535,0.17
Q99705,P35368,0.1
Q99705,Q9TT96,0.09
Q99705,P08909,0.08
Q99705,Q923Y9,0.06
Q99705,Q6W5P4,0.08
Q99705,P50406,0.07
Q99705,Q60613,0.08
Q99705,P25095,0.13
Q99705,P28335,0.07
Q99705,P48974,0.08
Q99705,Q9JI35,0.05
Q99705,O08556,0.11
Q99705,Q9QYN8,0.05
Q99705,Q61614,0.09
Q99705,Q63371,0.07
Q99705,O70342,0.07
Q99705,P30551,0.1
Q99705,P51682,0.12
Q99705,P29371,0.1
Q99705,P14416,0.07
Q99705,Q9MYW9,0.18
Q99705,P08912,0.07
Q99705,Q8JZL2,0.89
Q99705,P47900,0.11
Q99705,P49684,0.09
Q99705,P28221,0.08
Q99705,P21918,0.08
Q99705,Q9NS75,0.1
Q99705,P24530,0.11
Q99705,Q62805,0.12
Q99705,P02699,0.09
Q99705,P32249,0.11
Q99705,P20309,0.07
Q99705,P49286,0.1
Q99705,P51686,0.11
Q99705,Q9ERZ3,0.07
Q27796,P20035,0.15
Q27796,P0A9M2,0.28
Q27796,P00492,0.2
P01275,P09681,0.11
P42229,P42226,0.28
P42229,P42224,0.17
P42229,P42227,0.19
P42229,P40763,0.19
P42229,P52633,0.29
P42229,P51692,0.91
Q8KN66,P67910,0.08
Q8KN66,P09147,0.16
Q8KN66,P27364,0.07
Q8KN66,Q8T8E9,0.11
Q8KN66,P26391,0.14
Q8KN66,Q9ZGH3,0.15
Q8KN66,P95780,0.11
Q8KN66,P77398,0.08
Q8KN66,P14169,0.12
Q8KN66,P22072,0.06
Q8KN66,P9WQP7,0.1
Q8KN66,Q14376,0.11
Q02834,Q9Y3R4,0.06
Q02834,Q8XL08,0.06
Q02834,Q8WWR8,0.04
Q02834,Q99519,0.08
Q02834,Q9UQ49,0.05
Q02834,P10481,0.05
Q02834,P29768,0.04
P13444,Q00266,0.93
P13444,P18298,0.82
P13444,P31153,0.83
P13444,P0A820,0.53
P01130,P01133,0.13
P01130,P07225,0.04
P01130,P98164,0.25
P01130,Q9Y5Y6,0.06
P12319,P12318,0.25
P12319,Q9BZZ2,0.12
P12319,P12314,0.28
P12319,O75015,0.29
O00764,P77150,0.18
O00764,P0A9J6,0.07
P08516,Q16647,0.05
P08516,Q04468,0.09
P08516,P04798,0.08
P08516,Q02318,0.09
P08516,Q09128,0.1
P08516,P10611,0.73
P08516,P11511,0.08
P08516,P22443,0.07
P08516,Q16850,0.1
P08516,P49430,0.13
P08516,P14137,0.08
P08516,P08686,0.09
P08516,Q02928,0.76
P08516,P20815,0.14
P08516,P53554,0.05
P08516,P11712,0.08
P08516,Q9FH76,0.09
P08516,P33261,0.08
P08516,P49264,0.08
P08516,Q07973,0.1
P08516,P10632,0.08
P08516,P33260,0.08
P08516,P05108,0.08
P08516,P08683,0.08
P08516,P19099,0.06
P08516,Q746J6,0.07
P08516,O31440,0.04
P08516,P10635,0.08
P08516,P11715,0.09
P08516,P05181,0.07
P08516,P04799,0.07
P08516,P05177,0.07
P08516,P20852,0.08
P08516,Q16678,0.07
P08516,P14779,0.13
P08516,P15150,0.07
P08516,P13108,0.07
P08516,P00185,0.08
P08516,P05093,0.1
P08516,P05182,0.07
P08516,P15538,0.06
P08516,P30099,0.07
P08516,P10614,0.08
P08516,P18125,0.06
P08516,O43174,0.11
P08516,Q64654,0.09
P08516,O15528,0.1
P08516,P15393,0.07
P08516,P11509,0.07
P08516,P50859,0.07
P08516,Q43054,0.09
P08516,P20813,0.07
P08516,P78329,0.41
P08516,P10613,0.09
P08516,P51589,0.1
P08516,P20817,0.73
P08516,P08684,0.15
P08516,Q7Z1V1,0.08
P08516,P24557,0.11
P0AD68,P59676,0.1
P0AD68,Q51504,0.4
P0AD68,P0AD69,1
P0AD68,Q53707,0.07
P0AD68,P08149,0.34
P0AD68,P42971,0.1
P0AD68,P07944,0.07
P0AD68,Q9X6V3,0.11
P0AD68,Q7DHH4,0.08
P0AD68,P0AD65,0.12
P0AD68,P45059,0.5
P0AD68,P14677,0.1
P0AD68,P44469,0.08
P0AD68,P0A3M6,0.06
P0AD68,Q60FT7,0.5
P0AD68,Q70KI2,0.1
P0AD68,P0A3M5,0.06
Q92793,Q9H8M2,0.01
Q92793,O15164,0.01
Q92793,Q9ESU6,0.02
Q92793,Q9UIF8,0.01
Q92793,Q86U86,0.01
Q92793,Q15059,0.02
Q92793,Q9BXF3,0.01
Q92793,O60885,0.02
Q92793,Q09472,0.48
Q92793,P25440,0.02
Q83M58,P22939,1
Q83M58,Q12051,0.1
O15648,P00512,0.11
Q86TI2,P97321,0.08
Q86TI2,Q9X6R4,0.03
Q86TI2,Q12884,0.07
Q86TI2,P27487,0.09
Q86TI2,P19205,0.04
Q86TI2,P81425,0.09
Q86TI2,Q7MUW6,0.1
Q86TI2,Q6V1X1,0.62
Q86TI2,P46101,0.08
Q86TI2,P14740,0.08
Q86TI2,P28843,0.08
Q86TI2,P27028,0.03
Q86TI2,P22411,0.09
O15379,Q4QQW4,0.61
O15379,P70288,0.59
O15379,O88895,0.99
O15379,P56524,0.1
O15379,Q9UBN7,0.09
O15379,Q9Z2V6,0.09
O15379,Q48935,0.07
O15379,Q70I53,0.1
O15379,Q6P6W3,1
O15379,O09106,0.61
O15379,Q969S8,0.09
O15379,Q8C2B3,0.09
O15379,Q9UKV0,0.1
O15379,P83038,0.1
O15379,Q9BY41,0.35
O15379,O67135,0.18
O15379,Q96DB2,0.08
O15379,Q9Z2V5,0.09
O15379,P56520,0.97
O15379,Q13547,0.61
O15379,Q9UQL6,0.09
O15379,Q99P99,0.1
O15379,Q92769,0.59
O15379,P56519,0.57
O15379,Q8WUI4,0.1
O15379,Q91WA3,0.08
O15379,Q8VH37,0.35
O15379,P56517,0.61
P41738,P35869,0.69
P41738,Q61221,0.07
P41738,O02747,0.7
P41738,Q15596,0.04
P41738,Q16665,0.07
P41738,Q9Y6Q9,0.04
P41738,Q15788,0.04
Q8GR70,P13929,0.49
Q8GR70,P09104,0.5
Q01097,P19493,0.06
Q01097,O60391,0.09
Q01097,Q00960,0.99
Q01097,Q01812,0.06
Q01097,P42263,0.06
Q01097,P19492,0.06
Q01097,Q9ULK0,0.05
Q01097,P19491,0.06
Q01097,P22756,0.06
Q01097,O15399,0.3
Q01097,Q9Z2W9,0.06
Q01097,Q91ZU9,0.09
Q01097,Q14957,0.33
Q01097,P42262,0.06
Q01097,Q00961,0.34
Q01097,O43424,0.05
Q01097,Q62645,0.3
Q01097,Q16478,0.05
Q01097,Q16099,0.06
Q01097,Q05586,0.1
Q01097,Q13003,0.06
Q01097,P42260,0.06
Q01097,Q01098,0.34
Q01097,Q03391,0.3
Q01097,Q8VHN2,0.09
Q01097,P35438,0.1
Q01097,P42264,0.06
Q01097,P23818,0.06
Q01097,P23819,0.06
Q01097,Q8TCU5,0.1
Q01097,Q9R1M7,0.1
Q01097,P39086,0.06
Q01097,P48058,0.06
Q01097,Q63273,0.05
Q01097,Q00959,0.48
Q01097,P35439,0.1
Q01097,Q12879,0.48
Q01097,P42261,0.06
Q01097,Q13224,0.99
Q01097,P35436,0.49
Q01097,Q9Z2W8,0.06
Q01097,P19490,0.06
Q01097,Q13002,0.06
O00329,Q9UBF8,0.05
O00329,Q8NEB9,0.08
O00329,P42356,0.05
O00329,Q9JHG7,0.23
O00329,P97313,0.03
O00329,P32871,0.35
O00329,O00443,0.17
O00329,O75747,0.13
O00329,Q13315,0.03
O00329,P78527,0.04
O00329,P42337,0.35
O00329,P42336,0.35
O00329,O35904,0.94
O00329,P42338,0.55
O00329,P48736,0.23
O00329,P42345,0.03
O00329,P42346,0.03
O00329,Q9JLN9,0.03
O00329,O00750,0.16
P13612,P06756,0.13
P13612,P24063,0.09
P13612,P17301,0.08
P13612,P20701,0.09
P13612,P08514,0.11
P13612,P08648,0.13
Q15080,P62993,0.07
Q15080,P14598,0.08
Q15080,P19878,0.09
Q54276,Q873X9,0.13
Q54276,Q9BZP6,0.11
Q54276,Q13231,0.14
Q54276,P07254,0.12
Q54276,Q91XA9,0.12
Q54276,P11797,0.99
P30099,Q04468,0.07
P30099,P04798,0.06
P30099,Q02318,0.18
P30099,P10611,0.06
P30099,Q09128,0.21
P30099,P11511,0.07
P30099,P22443,0.07
P30099,Q16850,0.05
P30099,P49430,0.07
P30099,P14137,0.34
P30099,Q02928,0.07
P30099,P08686,0.08
P30099,P20815,0.1
P30099,P11712,0.07
P30099,Q9FH76,0.08
P30099,P49264,0.06
P30099,P33261,0.07
P30099,Q07973,0.21
P30099,P10632,0.06
P30099,P33260,0.07
P30099,P08683,0.07
P30099,P05108,0.35
P30099,P19099,0.65
P30099,Q746J6,0.06
P30099,O31440,0.05
P30099,P10635,0.06
P30099,P11715,0.06
P30099,P08516,0.07
P30099,P05181,0.07
P30099,P05177,0.05
P30099,Q9FCA6,0.05
P30099,P14779,0.05
P30099,Q16678,0.06
P30099,P15150,0.63
P30099,P13108,0.06
P30099,P00185,0.06
P30099,P05093,0.07
P30099,P05182,0.07
P30099,P10614,0.06
P30099,P15538,0.64
P30099,P18125,0.05
P30099,Q64654,0.05
P30099,O43174,0.07
P30099,O15528,0.18
P30099,P15393,0.81
P30099,P11509,0.07
P30099,Q43054,0.07
P30099,P78329,0.08
P30099,P51589,0.07
P30099,P20817,0.06
P30099,P08684,0.1
P30099,Q7Z1V1,0.05
P30099,Q83WG3,0.05
P30099,P24557,0.08
P24394,P32927,0.04
P38604,P33247,0.09
P38604,Q96WJ0,0.45
P38604,P48449,0.35
P38604,Q04782,0.62
P38604,P38605,0.31
P38604,P48450,0.34
P53778,P16277,0.11
P53778,Q8TD19,0.11
P53778,Q9UKE5,0.12
P53778,P16092,0.09
P53778,P49761,0.14
P53778,P21709,0.08
P53778,P51955,0.11
P53778,P53671,0.08
P53778,Q15208,0.1
P53778,P35991,0.08
P53778,O35491,0.15
P53778,P25098,0.1
P53778,P41240,0.1
P53778,P53667,0.1
P53778,P29678,0.1
P53778,Q9UL54,0.13
P53778,Q08345,0.07
P53778,Q00342,0.07
P53778,Q00534,0.22
P53778,Q9UEW8,0.1
P53778,O15075,0.13
P53778,Q9NYL2,0.1
P53778,Q96GD4,0.11
P53778,Q7KZI7,0.13
P53778,Q13233,0.13
P53778,O14936,0.12
P53778,P04409,0.1
P53778,Q96PY6,0.12
P53778,P00530,0.1
P53778,Q61214,0.14
P53778,P14234,0.1
P53778,Q15831,0.11
P53778,Q04912,0.09
P53778,O70126,0.13
P53778,P08922,0.07
P53778,P04626,0.08
P53778,Q9P289,0.11
P53778,Q04759,0.11
P53778,Q8IWQ3,0.12
P53778,Q63470,0.14
P53778,P49840,0.21
P53778,P45985,0.1
P53778,A9UF02,0.09
P53778,P54763,0.1
P53778,Q06806,0.08
P53778,P42681,0.1
P53778,Q13873,0.06
P53778,Q03137,0.09
P53778,P33981,0.1
P53778,P19784,0.17
P53778,P09581,0.06
P53778,P35590,0.08
P53778,Q9Y4K4,0.11
P53778,Q6ZN16,0.12
P53778,Q16832,0.08
P53778,P22612,0.11
P53778,P00523,0.11
P53778,P51813,0.08
P53778,P09216,0.09
P53778,P47811,0.64
P53778,O35492,0.14
P53778,Q96PF2,0.11
P53778,P14616,0.07
P53778,O14965,0.14
P53778,P07948,0.11
P53778,Q62868,0.1
P53778,P06213,0.06
P53778,Q13976,0.1
P53778,Q9UQM7,0.12
P53778,P27037,0.07
P53778,P28867,0.11
P53778,Q80XI6,0.11
P53778,P00517,0.11
P53778,Q96BR1,0.12
P53778,P53779,0.43
P53778,Q2M2I8,0.07
P53778,P11275,0.12
P53778,O94804,0.11
P53778,Q9UQB9,0.13
P53778,P16234,0.07
P53778,P52332,0.09
P53778,P97477,0.14
P53778,Q15759,0.64
P53778,Q64725,0.08
P53778,P68403,0.09
P53778,Q9H2G2,0.1
P53778,Q07002,0.2
P53778,O75914,0.13
P53778,P50750,0.21
P53778,P04629,0.07
P53778,P07949,0.08
P53778,P52564,0.1
P53778,P15208,0.06
P53778,Q9UHD2,0.09
P53778,O14578,0.1
P53778,Q9H3Y6,0.1
P53778,Q6P3R8,0.12
P53778,Q9P2K8,0.09
P53778,Q8IYT8,0.12
P53778,Q99683,0.13
P53778,O15530,0.13
P53778,Q01279,0.08
P53778,P00546,0.26
P53778,P35916,0.07
P53778,Q9UPE1,0.08
P53778,P17252,0.1
P53778,P51451,0.11
P53778,Q16584,0.11
P53778,Q02111,0.11
P53778,P54760,0.1
P53778,Q8IW41,0.11
P53778,P53355,0.12
P53778,P52333,0.09
P53778,P41743,0.09
P53778,O14733,0.09
P53778,Q05030,0.08
P53778,Q9UIK4,0.13
P53778,Q9UK32,0.12
P53778,P21803,0.09
P53778,Q9WUD9,0.11
P53778,O14757,0.11
P53778,Q9Y2H1,0.09
P53778,Q86YV6,0.12
P53778,P07332,0.1
P53778,P35626,0.1
P53778,O15111,0.12
P53778,Q13188,0.15
P53778,Q03142,0.08
P53778,P11799,0.12
P53778,Q9NSY1,0.07
P53778,Q06418,0.08
P53778,P43057,0.11
P53778,P07333,0.06
P53778,P11362,0.09
P53778,P30291,0.07
P53778,P05480,0.11
P53778,P49138,0.09
P53778,P16056,0.08
P53778,Q96Q40,0.2
P53778,Q15418,0.14
P53778,Q9UQ88,0.2
P53778,Q92918,0.11
P53778,Q8IVW4,0.2
P53778,P68400,0.16
P53778,Q8N568,0.13
P53778,Q9NY57,0.1
P53778,Q96SB4,0.07
P53778,Q9H422,0.14
P53778,O75716,0.09
P53778,P53350,0.13
P53778,Q62137,0.09
P53778,P34947,0.12
P53778,Q13464,0.1
P53778,Q6DE08,0.12
P53778,P31152,0.27
P53778,Q9BXA7,0.1
P53778,P11440,0.25
P53778,Q8IU85,0.12
P53778,Q02779,0.1
P53778,Q9WTU6,0.43
P53778,Q9BYT3,0.13
P53778,Q16816,0.12
P53778,Q02858,0.08
P53778,P49185,0.42
P53778,O96017,0.15
P53778,Q15746,0.11
P53778,Q00537,0.22
P53778,Q9Y2U5,0.11
P53778,P15127,0.06
P53778,P54645,0.12
P53778,P49187,0.42
P53778,Q9HBY8,0.11
P53778,P06241,0.11
P53778,Q8IY84,0.11
P53778,P08069,0.06
P53778,O43283,0.1
P53778,Q5VT25,0.09
P53778,Q07912,0.07
P53778,Q63644,0.1
P53778,Q05513,0.09
P53778,Q13131,0.12
P53778,Q7L7X3,0.13
P53778,P00516,0.1
P53778,P63318,0.1
P53778,Q14680,0.12
P53778,Q62190,0.09
P53778,P42680,0.09
P53778,O95835,0.09
P53778,Q9BWU1,0.18
P53778,P31938,0.1
P53778,Q06187,0.08
P53778,P27361,0.38
P53778,P04049,0.1
P53778,P09769,0.1
P53778,P36894,0.08
P53778,Q9P0L2,0.13
P53778,P05622,0.08
P53778,P32577,0.1
P53778,Q9UPZ9,0.25
P53778,Q9Y463,0.15
P53778,Q8NE63,0.14
P53778,Q8TDC3,0.12
P53778,P54762,0.09
P53778,P05696,0.1
P53778,P80192,0.11
P53778,P10721,0.07
P53778,O54967,0.07
P53778,P43403,0.07
P53778,Q8NG66,0.1
P53778,Q62120,0.1
P53778,P48729,0.07
P53778,Q9H1R3,0.12
P53778,P25911,0.11
P53778,P49760,0.15
P53778,P43404,0.08
P53778,Q00536,0.21
P53778,Q07785,0.24
P53778,P09619,0.08
P53778,Q56UN5,0.11
P53778,P49841,0.22
P53778,Q16539,0.64
P53778,Q9H2K8,0.13
P53778,Q9WUN2,0.09
P53778,Q9Y6R4,0.12
P53778,Q9P1W9,0.08
P53778,Q8IVH8,0.11
P53778,Q13554,0.13
P53778,Q9H093,0.11
P53778,P24723,0.1
P53778,Q75ZY9,0.08
P53778,Q13043,0.15
P53778,O14976,0.07
P53778,Q3U3Q1,0.11
P53778,Q9UKI8,0.11
P53778,O43318,0.09
P53778,Q6DT37,0.08
P53778,O60307,0.09
P53778,O15264,0.65
P53778,P11309,0.1
P53778,Q07014,0.11
P53778,Q8BK63,0.07
P53778,O00141,0.1
P53778,O75385,0.13
P53778,P16591,0.1
P53778,Q6PHR2,0.1
P53778,P20786,0.07
P53778,Q13882,0.08
P53778,Q05397,0.08
P53778,Q13153,0.13
P53778,Q9NRM7,0.09
P53778,Q14012,0.14
P53778,P35968,0.07
P53778,Q9Y243,0.12
P53778,Q9HC98,0.1
P53778,Q16566,0.1
P53778,P29323,0.1
P53778,Q13705,0.06
P53778,P68404,0.09
P53778,P05771,0.09
P53778,P50613,0.21
P53778,O75582,0.12
P53778,O94768,0.11
P53778,P49759,0.15
P53778,Q9NRP7,0.14
P53778,P21802,0.09
P53778,Q8TD08,0.29
P53778,P9WI81,0.1
P53778,Q13164,0.35
P53778,Q13555,0.12
P53778,P36896,0.06
P53778,Q8TDX7,0.11
P53778,Q9BQI3,0.07
P53778,P09217,0.09
P53778,O75460,0.1
P53778,Q9NR20,0.18
P53778,P42679,0.09
P53778,Q14164,0.09
P53778,P11802,0.2
P53778,Q16513,0.09
P53778,P24941,0.25
P53778,P05132,0.1
P53778,Q9NWZ3,0.1
P53778,Q8N4C8,0.13
P53778,P49336,0.18
P53778,P45984,0.43
P53778,P22518,0.15
P53778,P36888,0.07
P53778,P00521,0.09
P53778,P07947,0.11
P53778,Q9NYY3,0.11
P53778,P05532,0.07
P53778,Q05655,0.11
P53778,O00311,0.06
P53778,P06494,0.08
P53778,P00519,0.09
P53778,O14920,0.12
P53778,Q00526,0.27
P53778,P54753,0.09
P53778,P31751,0.11
P53778,Q15569,0.08
P53778,Q923T9,0.12
P53778,Q4JIM5,0.09
P53778,P11798,0.12
P53778,P57059,0.1
P53778,Q13470,0.06
P53778,Q9H4A3,0.08
P53778,Q9BYP7,0.09
P53778,Q8N5S9,0.11
P53778,P06239,0.1
P53778,Q61851,0.09
P53778,Q14289,0.07
P53778,P63185,0.1
P53778,Q9Y6E0,0.11
P53778,P19139,0.16
P53778,P17612,0.11
P53778,Q8WTQ7,0.1
P53778,Q99759,0.11
P53778,P19525,0.1
P53778,Q12866,0.07
P53778,P97504,0.08
P53778,P27791,0.1
P53778,Q9H2X6,0.13
P53778,Q00535,0.23
P53778,Q02156,0.09
P53778,Q6P6U0,0.1
P53778,O88351,0.12
P53778,P22607,0.09
P53778,P28652,0.13
P53778,Q86UE8,0.11
P53778,O75116,0.1
P53778,P43250,0.12
P53778,P54756,0.09
P53778,Q92772,0.22
P53778,Q13237,0.1
P53778,P20444,0.1
P53778,O00506,0.1
P53778,Q96NX5,0.13
P53778,P35969,0.07
P53778,P12931,0.11
P53778,P32298,0.1
P53778,Q9JI10,0.16
P53778,Q9NZJ5,0.08
P53778,P45983,0.42
P53778,P09215,0.11
P53778,P22455,0.09
P53778,P00520,0.09
P53778,P18654,0.13
P53778,P00524,0.11
P53778,Q5GIT4,0.07
P53778,Q02750,0.1
P53778,Q9BUB5,0.11
P53778,P46734,0.1
P53778,O95819,0.12
P53778,P16054,0.09
P53778,P41241,0.1
P53778,Q9P286,0.15
P53778,Q59H18,0.09
P53778,Q09137,0.12
P53778,Q15139,0.11
P53778,P23443,0.12
P53778,P51136,0.22
P53778,Q08881,0.08
P53778,P22694,0.1
P53778,O43293,0.13
P53778,P29319,0.09
P53778,P54764,0.09
P53778,Q9HBH9,0.11
P53778,P27448,0.13
P53778,Q9WV60,0.22
P53778,Q8N752,0.06
P53778,Q9C098,0.11
P53778,Q9H4B4,0.13
P53778,Q8NEV4,0.11
P53778,P06240,0.1
P53778,Q9UF33,0.08
P53778,P43405,0.08
P53778,Q16659,0.27
P53778,Q86UX6,0.11
P53778,Q8WXR4,0.11
P53778,Q13627,0.14
P53778,P00533,0.08
P53778,Q86V86,0.09
P53778,O00444,0.11
P53778,Q99640,0.08
P53778,O94806,0.11
P53778,O43781,0.18
P53778,P63086,0.39
P53778,Q9WTQ0,0.11
P53778,Q16644,0.08
P53778,P08631,0.1
P53778,Q9BZL6,0.12
P53778,Q86Z02,0.14
P53778,P05131,0.1
P53778,Q64617,0.1
P53778,Q15375,0.1
P53778,P21127,0.2
P53778,P63085,0.39
P53778,Q81ZY9,0.08
P53778,Q15349,0.13
P53778,Q13177,0.14
P53778,P35546,0.08
P53778,P49137,0.08
P53778,O43353,0.06
P53778,Q9WUI1,0.64
P53778,P29320,0.09
P53778,Q9HAZ1,0.15
P53778,Q9R117,0.08
P53778,P35917,0.07
P53778,Q02763,0.08
P53778,Q04771,0.07
P53778,Q9UBS0,0.1
P53778,P21860,0.07
P53778,Q99558,0.1
P53778,Q16288,0.07
P53778,Q9NQU5,0.15
P53778,P40231,0.19
P53778,P68181,0.11
P53778,P15056,0.1
P53778,O95747,0.11
P53778,Q12851,0.1
P53778,P51812,0.13
P53778,Q9UBE8,0.31
P53778,P35918,0.07
